Data Point Listing of File C:\Users\set.a.m2s.036\Documents\Aris\CPMG_silicon_oil_20251204.tnt
Starting Point:	1	Ending Point:	40000
Starting 2D Record:	1	Ending Record:	1
Real	Imag	usec
116640.000	-395274.000	9868.000
149270.000	-350621.000	9872.000
152157.000	-284795.000	9876.000
132133.000	-223971.000	9880.000
99706.000	-169355.000	9884.000
-14436.000	-307168.000	9888.000
13014.000	-367262.000	9892.000
59121.000	-402646.000	9896.000
118942.000	-397775.000	9900.000
149634.000	-346595.000	9904.000
150619.000	-283460.000	9908.000
131063.000	-223880.000	9912.000
100305.000	-169973.000	9916.000
-14353.000	-304428.000	9920.000
11268.000	-364925.000	9924.000
58434.000	-401842.000	9928.000
116828.000	-395178.000	9932.000
148112.000	-347152.000	9936.000
148390.000	-281904.000	9940.000
129669.000	-224482.000	9944.000
98202.000	-169893.000	9948.000
-11393.000	-305787.000	9952.000
9114.000	-363727.000	9956.000
59638.000	-402384.000	9960.000
115233.000	-394137.000	9964.000
147456.000	-345086.000	9968.000
148414.000	-282702.000	9972.000
130757.000	-222675.000	9976.000
99918.000	-169508.000	9980.000
-14046.000	-304821.000	9984.000
9112.000	-364034.000	9988.000
57656.000	-402193.000	9992.000
116061.000	-393823.000	9996.000
146972.000	-345834.000	10000.000
150198.000	-281987.000	10004.000
131961.000	-223363.000	10008.000
102834.000	-167958.000	10012.000
-9958.000	-303662.000	10016.000
9715.000	-363921.000	10020.000
57728.000	-401214.000	10024.000
115616.000	-393850.000	10028.000
148673.000	-344518.000	10032.000
150358.000	-281843.000	10036.000
133245.000	-221385.000	10040.000
99902.000	-169103.000	10044.000
-13222.000	-303563.000	10048.000
10170.000	-363311.000	10052.000
58223.000	-400636.000	10056.000
114573.000	-391250.000	10060.000
149282.000	-343249.000	10064.000
150761.000	-283900.000	10068.000
129211.000	-223529.000	10072.000
100495.000	-170563.000	10076.000
-12310.000	-302622.000	10080.000
8544.000	-364250.000	10084.000
56779.000	-401185.000	10088.000
114639.000	-395028.000	10092.000
149453.000	-344442.000	10096.000
150891.000	-281574.000	10100.000
129678.000	-222472.000	10104.000
97691.000	-166750.000	10108.000
-12838.000	-300786.000	10112.000
11155.000	-357002.000	10116.000
57938.000	-400888.000	10120.000
116156.000	-391616.000	10124.000
147947.000	-340319.000	10128.000
149314.000	-281588.000	10132.000
128348.000	-222993.000	10136.000
98790.000	-167711.000	10140.000
-15562.000	-302342.000	10144.000
10503.000	-359856.000	10148.000
56037.000	-397749.000	10152.000
117246.000	-392049.000	10156.000
147049.000	-340085.000	10160.000
149257.000	-279771.000	10164.000
128960.000	-219143.000	10168.000
98044.000	-167292.000	10172.000
-12336.000	-302268.000	10176.000
9619.000	-360632.000	10180.000
55356.000	-397518.000	10184.000
114544.000	-390424.000	10188.000
148792.000	-339885.000	10192.000
148441.000	-277047.000	10196.000
130016.000	-219982.000	10200.000
97676.000	-165046.000	10204.000
-14277.000	-301176.000	10208.000
6010.000	-359854.000	10212.000
56259.000	-400336.000	10216.000
114062.000	-391156.000	10220.000
149119.000	-342341.000	10224.000
144678.000	-279891.000	10228.000
129027.000	-218487.000	10232.000
98229.000	-164506.000	10236.000
-12937.000	-300851.000	10240.000
13714.000	-358983.000	10244.000
55271.000	-394390.000	10248.000
112928.000	-386851.000	10252.000
145700.000	-337671.000	10256.000
148081.000	-277608.000	10260.000
129049.000	-217238.000	10264.000
95443.000	-164415.000	10268.000
-12635.000	-301632.000	10272.000
10081.000	-358718.000	10276.000
55409.000	-395832.000	10280.000
112671.000	-390246.000	10284.000
147588.000	-338344.000	10288.000
149612.000	-279726.000	10292.000
128314.000	-218591.000	10296.000
96548.000	-163116.000	10300.000
-13450.000	-298338.000	10304.000
10018.000	-359058.000	10308.000
56305.000	-393433.000	10312.000
114804.000	-387483.000	10316.000
146169.000	-337568.000	10320.000
148918.000	-277890.000	10324.000
128463.000	-220625.000	10328.000
97972.000	-165931.000	10332.000
-14323.000	-298610.000	10336.000
12057.000	-357959.000	10340.000
54422.000	-392670.000	10344.000
115185.000	-389203.000	10348.000
144652.000	-339458.000	10352.000
146305.000	-277591.000	10356.000
127941.000	-220045.000	10360.000
95717.000	-164163.000	10364.000
-13192.000	-296448.000	10368.000
9477.000	-356290.000	10372.000
57000.000	-394508.000	10376.000
114265.000	-386974.000	10380.000
144263.000	-335834.000	10384.000
148782.000	-275243.000	10388.000
127434.000	-220099.000	10392.000
97027.000	-165666.000	10396.000
-14840.000	-299579.000	10400.000
6893.000	-359358.000	10404.000
56593.000	-394386.000	10408.000
112076.000	-388445.000	10412.000
144887.000	-337565.000	10416.000
147260.000	-277427.000	10420.000
124655.000	-217855.000	10424.000
94691.000	-160578.000	10428.000
-13598.000	-300447.000	10432.000
8961.000	-354802.000	10436.000
54818.000	-393875.000	10440.000
113468.000	-386533.000	10444.000
146728.000	-336972.000	10448.000
149463.000	-274723.000	10452.000
127158.000	-215781.000	10456.000
97635.000	-162870.000	10460.000
-12803.000	-297705.000	10464.000
7622.000	-354271.000	10468.000
55255.000	-394759.000	10472.000
113464.000	-386419.000	10476.000
144499.000	-336896.000	10480.000
145010.000	-276826.000	10484.000
126270.000	-218005.000	10488.000
99555.000	-163131.000	10492.000
-14828.000	-295595.000	10496.000
9188.000	-356286.000	10500.000
56314.000	-390858.000	10504.000
112473.000	-383811.000	10508.000
144398.000	-333455.000	10512.000
146923.000	-273119.000	10516.000
128361.000	-216430.000	10520.000
97830.000	-161506.000	10524.000
-16123.000	-297044.000	10528.000
9508.000	-354260.000	10532.000
56953.000	-390009.000	10536.000
113456.000	-382855.000	10540.000
143572.000	-333035.000	10544.000
145787.000	-271944.000	10548.000
127090.000	-214368.000	10552.000
98665.000	-162914.000	10556.000
-13125.000	-295432.000	10560.000
9319.000	-353466.000	10564.000
55665.000	-389368.000	10568.000
110764.000	-383835.000	10572.000
144214.000	-333775.000	10576.000
148404.000	-274684.000	10580.000
129204.000	-214838.000	10584.000
97469.000	-163113.000	10588.000
-13909.000	-297033.000	10592.000
6959.000	-353120.000	10596.000
54803.000	-388460.000	10600.000
111975.000	-381719.000	10604.000
145865.000	-334586.000	10608.000
149056.000	-274252.000	10612.000
126942.000	-217548.000	10616.000
97131.000	-162306.000	10620.000
-13367.000	-294641.000	10624.000
8689.000	-354069.000	10628.000
56160.000	-391271.000	10632.000
111580.000	-381880.000	10636.000
145995.000	-334531.000	10640.000
146257.000	-272840.000	10644.000
126109.000	-215484.000	10648.000
96846.000	-157657.000	10652.000
-15678.000	-295148.000	10656.000
8646.000	-352908.000	10660.000
55892.000	-387661.000	10664.000
111473.000	-384295.000	10668.000
141854.000	-332879.000	10672.000
143624.000	-271021.000	10676.000
125390.000	-208835.000	10680.000
94865.000	-161066.000	10684.000
-14229.000	-291842.000	10688.000
10687.000	-351978.000	10692.000
53415.000	-389406.000	10696.000
113175.000	-380562.000	10700.000
142408.000	-331022.000	10704.000
144324.000	-271925.000	10708.000
125942.000	-215789.000	10712.000
98483.000	-161042.000	10716.000
-12099.000	-293849.000	10720.000
11886.000	-351406.000	10724.000
57840.000	-388476.000	10728.000
114078.000	-378588.000	10732.000
143504.000	-330678.000	10736.000
144388.000	-269752.000	10740.000
123741.000	-215054.000	10744.000
94477.000	-160237.000	10748.000
-11970.000	-288927.000	10752.000
11097.000	-349660.000	10756.000
55839.000	-387280.000	10760.000
112988.000	-379889.000	10764.000
143279.000	-329024.000	10768.000
144620.000	-271560.000	10772.000
123851.000	-215016.000	10776.000
97605.000	-161350.000	10780.000
-13480.000	-291524.000	10784.000
6340.000	-350777.000	10788.000
54604.000	-386039.000	10792.000
111196.000	-376579.000	10796.000
141365.000	-329835.000	10800.000
145615.000	-269902.000	10804.000
124163.000	-211486.000	10808.000
95499.000	-158289.000	10812.000
-13463.000	-293252.000	10816.000
8599.000	-347829.000	10820.000
54034.000	-383134.000	10824.000
111444.000	-377980.000	10828.000
142904.000	-330142.000	10832.000
146456.000	-271900.000	10836.000
126026.000	-210951.000	10840.000
95045.000	-160551.000	10844.000
-11114.000	-292826.000	10848.000
8465.000	-347579.000	10852.000
54553.000	-384223.000	10856.000
112047.000	-378182.000	10860.000
144520.000	-329350.000	10864.000
144228.000	-269823.000	10868.000
124443.000	-210842.000	10872.000
96560.000	-158607.000	10876.000
-17156.000	-291711.000	10880.000
8811.000	-347047.000	10884.000
53732.000	-384961.000	10888.000
109247.000	-375435.000	10892.000
140866.000	-327793.000	10896.000
144735.000	-268691.000	10900.000
126691.000	-210690.000	10904.000
93638.000	-158219.000	10908.000
-12730.000	-289997.000	10912.000
6584.000	-350363.000	10916.000
54913.000	-383829.000	10920.000
112554.000	-375350.000	10924.000
141233.000	-326717.000	10928.000
141426.000	-268517.000	10932.000
123513.000	-210524.000	10936.000
94930.000	-160469.000	10940.000
-15102.000	-290322.000	10944.000
9007.000	-346833.000	10948.000
54505.000	-384329.000	10952.000
108880.000	-379006.000	10956.000
143289.000	-325835.000	10960.000
143373.000	-266627.000	10964.000
124271.000	-206803.000	10968.000
96052.000	-160323.000	10972.000
-12032.000	-289088.000	10976.000
8725.000	-344522.000	10980.000
53100.000	-382079.000	10984.000
111234.000	-373878.000	10988.000
144541.000	-325780.000	10992.000
143146.000	-267307.000	10996.000
123656.000	-209614.000	11000.000
93616.000	-159452.000	11004.000
-14536.000	-289875.000	11008.000
8651.000	-344146.000	11012.000
54582.000	-381325.000	11016.000
108939.000	-374185.000	11020.000
139887.000	-324027.000	11024.000
143538.000	-267725.000	11028.000
122777.000	-208568.000	11032.000
93076.000	-159872.000	11036.000
-13441.000	-285819.000	11040.000
9014.000	-346950.000	11044.000
55905.000	-380351.000	11048.000
108590.000	-374777.000	11052.000
142705.000	-324846.000	11056.000
143015.000	-266680.000	11060.000
124628.000	-209105.000	11064.000
94514.000	-156260.000	11068.000
-14604.000	-288906.000	11072.000
10117.000	-345295.000	11076.000
53110.000	-379632.000	11080.000
112096.000	-371823.000	11084.000
143049.000	-324671.000	11088.000
142853.000	-266765.000	11092.000
125292.000	-209855.000	11096.000
94588.000	-158858.000	11100.000
-13942.000	-285380.000	11104.000
6523.000	-342154.000	11108.000
54045.000	-379445.000	11112.000
110808.000	-370745.000	11116.000
141899.000	-324682.000	11120.000
144553.000	-265070.000	11124.000
123812.000	-205949.000	11128.000
96480.000	-159039.000	11132.000
-14173.000	-285327.000	11136.000
8521.000	-342015.000	11140.000
52161.000	-378020.000	11144.000
109212.000	-372097.000	11148.000
140997.000	-322887.000	11152.000
146192.000	-265742.000	11156.000
122776.000	-207567.000	11160.000
93973.000	-154520.000	11164.000
-16067.000	-284165.000	11168.000
10491.000	-341255.000	11172.000
55930.000	-381001.000	11176.000
110138.000	-370502.000	11180.000
139215.000	-322393.000	11184.000
142612.000	-268643.000	11188.000
122449.000	-208487.000	11192.000
93247.000	-157370.000	11196.000
-14471.000	-286055.000	11200.000
5775.000	-341296.000	11204.000
53665.000	-378672.000	11208.000
109335.000	-368714.000	11212.000
140420.000	-320120.000	11216.000
142056.000	-264331.000	11220.000
123680.000	-205940.000	11224.000
97275.000	-156200.000	11228.000
-15092.000	-284281.000	11232.000
9291.000	-344223.000	11236.000
51914.000	-376846.000	11240.000
108275.000	-369239.000	11244.000
137732.000	-322635.000	11248.000
143111.000	-262718.000	11252.000
120352.000	-209649.000	11256.000
93375.000	-156212.000	11260.000
-13055.000	-284670.000	11264.000
10927.000	-338140.000	11268.000
54294.000	-375605.000	11272.000
110676.000	-371266.000	11276.000
139663.000	-322689.000	11280.000
139977.000	-262127.000	11284.000
123149.000	-204970.000	11288.000
93654.000	-155628.000	11292.000
-15784.000	-285658.000	11296.000
8921.000	-339979.000	11300.000
53024.000	-374972.000	11304.000
111756.000	-367406.000	11308.000
137815.000	-320608.000	11312.000
138939.000	-261440.000	11316.000
120263.000	-207810.000	11320.000
93454.000	-153963.000	11324.000
-14890.000	-282723.000	11328.000
7708.000	-340996.000	11332.000
52808.000	-373492.000	11336.000
108553.000	-366674.000	11340.000
137224.000	-320193.000	11344.000
137855.000	-262064.000	11348.000
122513.000	-206015.000	11352.000
93856.000	-155667.000	11356.000
-14391.000	-282437.000	11360.000
8733.000	-337571.000	11364.000
52707.000	-373608.000	11368.000
110464.000	-367293.000	11372.000
139442.000	-320291.000	11376.000
137614.000	-262103.000	11380.000
118846.000	-206291.000	11384.000
91925.000	-154639.000	11388.000
-15704.000	-282587.000	11392.000
8297.000	-340322.000	11396.000
50868.000	-372070.000	11400.000
109004.000	-366538.000	11404.000
140611.000	-320847.000	11408.000
142762.000	-259317.000	11412.000
122262.000	-202959.000	11416.000
95155.000	-154104.000	11420.000
-14133.000	-278527.000	11424.000
9698.000	-337388.000	11428.000
51604.000	-373017.000	11432.000
107392.000	-366384.000	11436.000
140387.000	-317845.000	11440.000
139462.000	-261356.000	11444.000
122162.000	-204834.000	11448.000
93617.000	-151236.000	11452.000
-13076.000	-281236.000	11456.000
4271.000	-338942.000	11460.000
49878.000	-372508.000	11464.000
109320.000	-363617.000	11468.000
141246.000	-316087.000	11472.000
142110.000	-258142.000	11476.000
121124.000	-204529.000	11480.000
95613.000	-156340.000	11484.000
-16146.000	-283101.000	11488.000
7875.000	-337529.000	11492.000
53009.000	-370817.000	11496.000
110700.000	-364840.000	11500.000
141274.000	-315739.000	11504.000
139969.000	-260622.000	11508.000
122713.000	-204964.000	11512.000
92003.000	-153846.000	11516.000
-14867.000	-280244.000	11520.000
6655.000	-337934.000	11524.000
52063.000	-371699.000	11528.000
105477.000	-360579.000	11532.000
139665.000	-317524.000	11536.000
141696.000	-258338.000	11540.000
121068.000	-201527.000	11544.000
91750.000	-153675.000	11548.000
-16896.000	-278968.000	11552.000
6739.000	-334279.000	11556.000
50882.000	-372120.000	11560.000
108578.000	-363533.000	11564.000
138110.000	-317685.000	11568.000
139856.000	-260224.000	11572.000
122712.000	-201795.000	11576.000
93298.000	-152166.000	11580.000
-15576.000	-277596.000	11584.000
9387.000	-334373.000	11588.000
51779.000	-371326.000	11592.000
106681.000	-365661.000	11596.000
139092.000	-317205.000	11600.000
138858.000	-261558.000	11604.000
119854.000	-200489.000	11608.000
93181.000	-150932.000	11612.000
-15396.000	-277413.000	11616.000
6910.000	-335532.000	11620.000
50655.000	-367273.000	11624.000
104173.000	-361709.000	11628.000
135262.000	-314105.000	11632.000
139931.000	-259645.000	11636.000
121222.000	-202092.000	11640.000
92495.000	-151893.000	11644.000
-14145.000	-277108.000	11648.000
7145.000	-333648.000	11652.000
54398.000	-370217.000	11656.000
109845.000	-360598.000	11660.000
136589.000	-314717.000	11664.000
140653.000	-258476.000	11668.000
120460.000	-202442.000	11672.000
93936.000	-154519.000	11676.000
-12601.000	-278781.000	11680.000
8440.000	-332400.000	11684.000
51331.000	-369516.000	11688.000
106207.000	-361828.000	11692.000
136674.000	-315075.000	11696.000
137008.000	-256634.000	11700.000
120791.000	-198885.000	11704.000
91608.000	-148203.000	11708.000
-15791.000	-278875.000	11712.000
5404.000	-331061.000	11716.000
51806.000	-366971.000	11720.000
106241.000	-360665.000	11724.000
136395.000	-313111.000	11728.000
140061.000	-256267.000	11732.000
120447.000	-200586.000	11736.000
94133.000	-151327.000	11740.000
-15422.000	-276809.000	11744.000
5189.000	-331655.000	11748.000
51130.000	-369082.000	11752.000
107015.000	-360002.000	11756.000
134816.000	-316436.000	11760.000
138314.000	-254065.000	11764.000
119281.000	-199339.000	11768.000
93572.000	-149440.000	11772.000
-14757.000	-277826.000	11776.000
7490.000	-332854.000	11780.000
51661.000	-365623.000	11784.000
107379.000	-360490.000	11788.000
135589.000	-312573.000	11792.000
135720.000	-253238.000	11796.000
121907.000	-198559.000	11800.000
91933.000	-150070.000	11804.000
-13272.000	-276506.000	11808.000
6564.000	-330422.000	11812.000
53023.000	-365606.000	11816.000
106806.000	-359562.000	11820.000
136651.000	-313377.000	11824.000
139491.000	-255117.000	11828.000
119954.000	-200343.000	11832.000
88166.000	-150169.000	11836.000
-17296.000	-276706.000	11840.000
6987.000	-330703.000	11844.000
52199.000	-366642.000	11848.000
106891.000	-359561.000	11852.000
140051.000	-312146.000	11856.000
136804.000	-255622.000	11860.000
119432.000	-199258.000	11864.000
90356.000	-150434.000	11868.000
-16701.000	-272722.000	11872.000
7218.000	-328273.000	11876.000
48737.000	-361286.000	11880.000
106242.000	-357383.000	11884.000
135643.000	-313055.000	11888.000
137620.000	-252012.000	11892.000
116996.000	-199405.000	11896.000
91012.000	-147734.000	11900.000
-13045.000	-277501.000	11904.000
7918.000	-327764.000	11908.000
50225.000	-368001.000	11912.000
104571.000	-358125.000	11916.000
134570.000	-311343.000	11920.000
138429.000	-254876.000	11924.000
121480.000	-200830.000	11928.000
92991.000	-150204.000	11932.000
-13795.000	-274643.000	11936.000
6313.000	-328323.000	11940.000
52677.000	-364445.000	11944.000
104739.000	-356768.000	11948.000
137072.000	-310262.000	11952.000
137060.000	-254365.000	11956.000
120084.000	-197103.000	11960.000
88832.000	-150001.000	11964.000
-17510.000	-274771.000	11968.000
7575.000	-325595.000	11972.000
50615.000	-362329.000	11976.000
107933.000	-357105.000	11980.000
137266.000	-310730.000	11984.000
140439.000	-253860.000	11988.000
122216.000	-198892.000	11992.000
91222.000	-146648.000	11996.000
-14837.000	-271770.000	12000.000
8339.000	-327383.000	12004.000
51004.000	-362299.000	12008.000
106929.000	-353930.000	12012.000
134916.000	-309115.000	12016.000
139013.000	-253019.000	12020.000
120688.000	-198687.000	12024.000
89408.000	-149024.000	12028.000
-14728.000	-271815.000	12032.000
8166.000	-327886.000	12036.000
50984.000	-365299.000	12040.000
103951.000	-357418.000	12044.000
134010.000	-310045.000	12048.000
135728.000	-252390.000	12052.000
119394.000	-196319.000	12056.000
89522.000	-149107.000	12060.000
-13673.000	-272240.000	12064.000
4777.000	-326201.000	12068.000
49892.000	-360397.000	12072.000
107505.000	-356246.000	12076.000
135366.000	-305970.000	12080.000
139324.000	-252168.000	12084.000
119702.000	-195665.000	12088.000
93331.000	-148228.000	12092.000
-14105.000	-270564.000	12096.000
5289.000	-326673.000	12100.000
50183.000	-362944.000	12104.000
104388.000	-355518.000	12108.000
132579.000	-307674.000	12112.000
139271.000	-252237.000	12116.000
120785.000	-195838.000	12120.000
89648.000	-146204.000	12124.000
-13625.000	-270828.000	12128.000
9463.000	-327110.000	12132.000
50275.000	-360006.000	12136.000
106008.000	-352331.000	12140.000
134961.000	-306654.000	12144.000
135147.000	-251170.000	12148.000
120241.000	-194873.000	12152.000
91281.000	-146634.000	12156.000
-15514.000	-270885.000	12160.000
8416.000	-324524.000	12164.000
49049.000	-359335.000	12168.000
106477.000	-353035.000	12172.000
134591.000	-306504.000	12176.000
136400.000	-250942.000	12180.000
116982.000	-198260.000	12184.000
88720.000	-145938.000	12188.000
-14438.000	-272272.000	12192.000
9005.000	-324782.000	12196.000
50425.000	-359064.000	12200.000
105792.000	-351013.000	12204.000
132105.000	-305112.000	12208.000
137246.000	-250128.000	12212.000
115946.000	-194701.000	12216.000
90422.000	-146578.000	12220.000
-15423.000	-271743.000	12224.000
4960.000	-322238.000	12228.000
49404.000	-358386.000	12232.000
104719.000	-350940.000	12236.000
133694.000	-308350.000	12240.000
135681.000	-249858.000	12244.000
115676.000	-194247.000	12248.000
87706.000	-144791.000	12252.000
-15140.000	-268727.000	12256.000
6652.000	-322308.000	12260.000
49392.000	-359637.000	12264.000
105614.000	-353517.000	12268.000
134233.000	-306768.000	12272.000
135377.000	-251222.000	12276.000
115952.000	-196032.000	12280.000
88105.000	-144984.000	12284.000
-13761.000	-270015.000	12288.000
4602.000	-323144.000	12292.000
48299.000	-359169.000	12296.000
104334.000	-348605.000	12300.000
132532.000	-307399.000	12304.000
136130.000	-250047.000	12308.000
117690.000	-194998.000	12312.000
87601.000	-142847.000	12316.000
-16919.000	-268213.000	12320.000
6192.000	-325169.000	12324.000
48744.000	-358602.000	12328.000
105131.000	-351984.000	12332.000
132875.000	-304534.000	12336.000
135491.000	-249711.000	12340.000
118411.000	-195956.000	12344.000
89349.000	-148066.000	12348.000
-14520.000	-268175.000	12352.000
5983.000	-320773.000	12356.000
48506.000	-355197.000	12360.000
101119.000	-346926.000	12364.000
133222.000	-303470.000	12368.000
135164.000	-247164.000	12372.000
117530.000	-192486.000	12376.000
89330.000	-146344.000	12380.000
-12545.000	-266064.000	12384.000
7624.000	-323042.000	12388.000
48930.000	-355714.000	12392.000
102514.000	-349804.000	12396.000
135410.000	-301595.000	12400.000
133649.000	-247636.000	12404.000
119643.000	-192906.000	12408.000
89732.000	-144645.000	12412.000
-17613.000	-265867.000	12416.000
8561.000	-320542.000	12420.000
47412.000	-355859.000	12424.000
100683.000	-347088.000	12428.000
133484.000	-302767.000	12432.000
135156.000	-247606.000	12436.000
116225.000	-193814.000	12440.000
87638.000	-143760.000	12444.000
-13987.000	-267081.000	12448.000
6438.000	-318406.000	12452.000
46116.000	-356415.000	12456.000
99792.000	-347810.000	12460.000
133086.000	-303633.000	12464.000
133972.000	-246421.000	12468.000
115447.000	-193667.000	12472.000
89349.000	-144134.000	12476.000
-16075.000	-264938.000	12480.000
6612.000	-319475.000	12484.000
47881.000	-353765.000	12488.000
103183.000	-345878.000	12492.000
131195.000	-301342.000	12496.000
133749.000	-246954.000	12500.000
113444.000	-190542.000	12504.000
87760.000	-141111.000	12508.000
-14338.000	-264255.000	12512.000
6258.000	-318049.000	12516.000
49246.000	-354745.000	12520.000
105117.000	-347189.000	12524.000
131984.000	-299942.000	12528.000
133560.000	-246953.000	12532.000
114942.000	-192778.000	12536.000
87271.000	-143609.000	12540.000
-14186.000	-265611.000	12544.000
7856.000	-319303.000	12548.000
47200.000	-351622.000	12552.000
102765.000	-346194.000	12556.000
133192.000	-299998.000	12560.000
134789.000	-246702.000	12564.000
113798.000	-193517.000	12568.000
86977.000	-143813.000	12572.000
-15412.000	-263919.000	12576.000
6812.000	-318297.000	12580.000
47856.000	-352506.000	12584.000
99842.000	-344435.000	12588.000
133039.000	-300251.000	12592.000
135752.000	-246438.000	12596.000
115805.000	-192581.000	12600.000
88365.000	-143526.000	12604.000
-15008.000	-265753.000	12608.000
6448.000	-319102.000	12612.000
48872.000	-353771.000	12616.000
102960.000	-345413.000	12620.000
131715.000	-297839.000	12624.000
131814.000	-241305.000	12628.000
115156.000	-190291.000	12632.000
88557.000	-142866.000	12636.000
-16419.000	-264588.000	12640.000
5360.000	-315185.000	12644.000
49525.000	-349055.000	12648.000
103414.000	-345502.000	12652.000
129885.000	-299076.000	12656.000
131646.000	-244177.000	12660.000
113653.000	-191913.000	12664.000
89285.000	-144486.000	12668.000
-15561.000	-264483.000	12672.000
7044.000	-316807.000	12676.000
46549.000	-353310.000	12680.000
102767.000	-342343.000	12684.000
127482.000	-296619.000	12688.000
134120.000	-239518.000	12692.000
113606.000	-192752.000	12696.000
87414.000	-140443.000	12700.000
-15214.000	-265413.000	12704.000
4927.000	-316359.000	12708.000
50194.000	-348714.000	12712.000
103783.000	-341499.000	12716.000
132023.000	-297115.000	12720.000
132760.000	-242386.000	12724.000
114878.000	-190027.000	12728.000
88894.000	-142038.000	12732.000
-14520.000	-264784.000	12736.000
7645.000	-315112.000	12740.000
49730.000	-351271.000	12744.000
100360.000	-341843.000	12748.000
132459.000	-297331.000	12752.000
137435.000	-245119.000	12756.000
116264.000	-191732.000	12760.000
88864.000	-141173.000	12764.000
-14060.000	-260707.000	12768.000
7061.000	-315948.000	12772.000
49412.000	-348259.000	12776.000
101887.000	-342767.000	12780.000
127144.000	-298924.000	12784.000
131898.000	-243256.000	12788.000
114966.000	-190328.000	12792.000
85871.000	-141513.000	12796.000
-13114.000	-262505.000	12800.000
5881.000	-315530.000	12804.000
46891.000	-349293.000	12808.000
101809.000	-340455.000	12812.000
125923.000	-295529.000	12816.000
131641.000	-243212.000	12820.000
113171.000	-189191.000	12824.000
89306.000	-141849.000	12828.000
-16499.000	-262358.000	12832.000
3441.000	-314072.000	12836.000
46609.000	-346838.000	12840.000
101448.000	-343419.000	12844.000
130980.000	-293802.000	12848.000
130610.000	-239724.000	12852.000
114730.000	-187992.000	12856.000
88018.000	-140061.000	12860.000
-16049.000	-260101.000	12864.000
6399.000	-314065.000	12868.000
48289.000	-347698.000	12872.000
101237.000	-338216.000	12876.000
133951.000	-298200.000	12880.000
133594.000	-240947.000	12884.000
112664.000	-189169.000	12888.000
89084.000	-141006.000	12892.000
-15065.000	-261635.000	12896.000
4681.000	-316875.000	12900.000
47961.000	-346260.000	12904.000
102773.000	-340683.000	12908.000
129950.000	-293453.000	12912.000
129497.000	-239861.000	12916.000
113212.000	-186340.000	12920.000
88316.000	-141638.000	12924.000
-14919.000	-261980.000	12928.000
4784.000	-311357.000	12932.000
48594.000	-346499.000	12936.000
99390.000	-337607.000	12940.000
132215.000	-295402.000	12944.000
130588.000	-238480.000	12948.000
114252.000	-187809.000	12952.000
88483.000	-140752.000	12956.000
-15735.000	-258306.000	12960.000
2955.000	-310286.000	12964.000
48250.000	-344504.000	12968.000
100615.000	-338188.000	12972.000
130368.000	-294383.000	12976.000
131979.000	-240405.000	12980.000
112834.000	-187754.000	12984.000
85924.000	-137840.000	12988.000
-18638.000	-259846.000	12992.000
4619.000	-313018.000	12996.000
47480.000	-345088.000	13000.000
100024.000	-339492.000	13004.000
129801.000	-292749.000	13008.000
129392.000	-239878.000	13012.000
113901.000	-187821.000	13016.000
85722.000	-138449.000	13020.000
-15293.000	-258915.000	13024.000
6202.000	-310994.000	13028.000
47590.000	-344061.000	13032.000
100894.000	-337312.000	13036.000
127896.000	-293020.000	13040.000
132528.000	-239254.000	13044.000
112866.000	-190576.000	13048.000
89051.000	-138164.000	13052.000
-13536.000	-257017.000	13056.000
3847.000	-310836.000	13060.000
48733.000	-340922.000	13064.000
100555.000	-337579.000	13068.000
130163.000	-293153.000	13072.000
133758.000	-236278.000	13076.000
112477.000	-187126.000	13080.000
85862.000	-139313.000	13084.000
-18526.000	-258783.000	13088.000
4453.000	-309680.000	13092.000
47669.000	-342407.000	13096.000
99171.000	-338263.000	13100.000
127934.000	-293699.000	13104.000
130442.000	-237098.000	13108.000
113753.000	-184691.000	13112.000
86876.000	-138594.000	13116.000
-15830.000	-261260.000	13120.000
3923.000	-310105.000	13124.000
45460.000	-342364.000	13128.000
98068.000	-337001.000	13132.000
129772.000	-293290.000	13136.000
133065.000	-237252.000	13140.000
114187.000	-184875.000	13144.000
85555.000	-139422.000	13148.000
-15491.000	-257477.000	13152.000
5651.000	-311103.000	13156.000
47014.000	-341331.000	13160.000
98527.000	-338765.000	13164.000
128973.000	-293618.000	13168.000
131094.000	-236190.000	13172.000
110413.000	-186084.000	13176.000
85650.000	-138669.000	13180.000
-14109.000	-257808.000	13184.000
2829.000	-308017.000	13188.000
47131.000	-339996.000	13192.000
97622.000	-336801.000	13196.000
126663.000	-290008.000	13200.000
127134.000	-235846.000	13204.000
113860.000	-185884.000	13208.000
84266.000	-137604.000	13212.000
-16667.000	-257202.000	13216.000
6523.000	-308872.000	13220.000
44683.000	-341645.000	13224.000
99516.000	-333124.000	13228.000
129591.000	-290296.000	13232.000
131419.000	-236790.000	13236.000
113501.000	-183658.000	13240.000
87070.000	-138327.000	13244.000
-18765.000	-255516.000	13248.000
4787.000	-306116.000	13252.000
46902.000	-341311.000	13256.000
99695.000	-333172.000	13260.000
128278.000	-290356.000	13264.000
128592.000	-235665.000	13268.000
112640.000	-184659.000	13272.000
83777.000	-136902.000	13276.000
-16183.000	-253527.000	13280.000
7157.000	-306902.000	13284.000
44903.000	-339012.000	13288.000
97244.000	-334769.000	13292.000
127006.000	-287887.000	13296.000
130779.000	-235974.000	13300.000
113314.000	-181722.000	13304.000
84062.000	-137605.000	13308.000
